Joint_0_Angle,Joint_1_Angle,Joint_2_Angle,Joint_3_Angle,Joint_4_Angle,Joint_0_Encoder,Joint_1_Encoder,Joint_2_Encoder,Joint_3_Encoder,Joint_4_Encoder
1.585120689,-1.897858671,1.963772351,0.007889658,0.040388615,1.6204224,-1.890827203,1.947511345,-0.032533358,0.044312884
1.546048349,-1.897379479,2.003737378,-0.003179206,-0.053649558,1.544737215,-1.907554281,2.003682142,0.022488109,-0.027346574
1.498762877,-1.949555701,1.851926252,-0.006652111,-0.054996841,1.508732214,-1.933971982,1.882985317,-0.030179322,-0.088701716
1.547496108,-1.982024683,1.991924284,-0.11569886,0.052096444,1.572390819,-1.997853749,1.964360156,-0.129915977,0.094291214
1.459164286,-2.109186362,1.966778858,0.058889778,0.00057922,1.479121401,-2.105702623,1.957187916,0.050802066,-0.0275198
1.514615335,-1.992887187,1.999919138,-0.109047821,0.037627985,1.523103703,-1.982702856,2.029680152,-0.072031502,0.065089474
1.62703788,-1.986367444,1.998434726,-0.106863283,0,1.662896969,-1.989407452,1.980104256,-0.142727863,-0.017732717
1.559142652,-1.956312101,1.998318207,0.022339842,-0.011448729,1.543054929,-1.951116507,1.978917192,-0.011834316,0.003340444
1.557309525,-1.937848886,1.849530686,-0.013437645,-0.199100316,1.526055499,-1.965409291,1.81545875,0.014783252,-0.18982649
1.528875638,-1.966610023,2.037429519,0.138934947,-0.011523966,1.531351501,-1.957779131,2.032615361,0.147686022,0.018941374
1.512063996,-2.0046468,1.916370093,0.006937045,-0.086707231,1.501430436,-2.018988159,1.897591253,0.023514794,-0.128461002
1.51888982,-1.997696577,1.924288367,-0.004504524,-0.068460746,1.543213844,-2.011748627,1.93187841,-0.01325301,-0.044626945
1.537097951,-1.906706357,1.952746206,0.114012571,0.047819222,1.534515397,-1.884944695,1.935863971,0.121999092,0.083514985
1.534168654,-2.001138749,1.956211184,0.022448947,-0.083246293,1.514420669,-2.04205229,1.959380507,-0.001003164,-0.077391351
1.456895431,-1.975138411,1.987651129,0.008287968,-0.045501834,1.470929787,-1.960056559,1.980940527,0.005034379,-0.043295948
1.457341014,-1.997055689,1.972007221,0.023689915,-0.036941668,1.435397047,-1.975564922,1.990544496,0.02652296,-0.038490416
1.384361466,-1.99204615,1.965857534,-0.108392297,0.004572065,1.357044071,-2.031977294,1.941630555,-0.107291194,0.001148234
1.602761742,-1.944595064,2.114345147,0.006392844,0.063034273,1.611842802,-1.926220485,2.092567934,0.027116128,0.068595515
1.469926346,-1.963888812,1.95410544,0.005770796,-0.014620557,1.44506702,-1.955173806,1.955928735,0.01581905,0.00862666
1.582721749,-1.962980515,1.973947728,0.053994476,-0.004732058,1.555732022,-1.936757242,1.980069404,0.047946588,-0.030816603
1.48727953,-2.017630815,1.989553914,0.060696142,0.00253301,1.467409259,-1.996656215,1.977100659,0.023570071,-0.023720125
1.540422355,-2.021291367,1.949573263,0.013255075,0.036395182,1.547983021,-2.023862711,1.947724062,-0.000656458,0.046454104
1.494111283,-1.994520355,2.008771504,-0.038695806,-0.190037055,1.522451376,-1.982799295,2.009660308,-0.022892,-0.150078681
1.497345161,-1.997076616,1.936942455,-0.081304018,-0.0722609,1.474128291,-2.034083954,1.946479551,-0.097175835,-0.082058971
1.489624546,-1.994032947,1.98905249,0.047040745,-0.044507145,1.496911688,-1.991969056,2.002241959,0.050740078,-0.034391129
1.541395664,-1.900590396,2.027969335,-0.045947403,-0.017566335,1.525041656,-1.90434009,2.074326583,-0.028171694,-0.032216719
1.456297248,-1.923449621,2.026002404,-0.081533999,-0.0008674,1.454226557,-1.914339548,2.031193843,-0.05513432,0.002229949
1.596062168,-2.085719326,2.036801198,0.016481313,0.002677377,1.557106305,-2.078512046,2.013667628,0.030050739,0.031267729
1.518740632,-1.990819421,1.98898149,-0.015483059,0.116974643,1.533398557,-1.982598831,1.995456991,-0.005627172,0.119404911
1.571683602,-1.972923526,1.955207225,-0.034657536,-0.045747867,1.563277005,-1.945303709,1.95551724,-0.04797758,-0.024481031
1.359356929,-1.861002364,1.925195104,0.050414844,-0.043490156,1.352277914,-1.874514376,1.916709879,0.059449795,-0.065112092
1.375804861,-2.045514893,1.988177417,-0.092547979,0.010764169,1.39349709,-2.025425541,1.939287531,-0.082150798,0.01138353
1.550206109,-2.013468188,2.046631458,-0.001126132,-0.060093958,1.555960404,-2.01252339,2.05942436,-0.017931918,-0.100446855
1.386219961,-2.128783612,2.084164103,-0.020310426,-0.028627379,1.370060803,-2.124944655,2.052144757,0.01481114,-0.014498183
1.414718214,-1.998511317,1.900288262,-0.070967311,0.049059086,1.416039692,-2.020130794,1.90902715,-0.067786639,0.056308055
1.359119713,-1.976199418,2.00095483,-0.093993532,0.055327209,1.352768929,-1.971009145,1.995262146,-0.127910232,0.065222308
1.443303076,-1.981927446,1.988095522,0.055762564,-0.12516938,1.404445376,-1.966354805,1.986635198,0.053196553,-0.089095332
1.355796579,-2.069415674,2.000119754,0.00739022,-0.05208104,1.350187846,-2.048999997,2.007102087,0.027571606,-0.038823658
1.489911845,-2.09587802,2.013832918,0,0.038330971,1.536257857,-2.115002465,2.033765253,-0.012226603,-0.003815419
1.482846527,-2.02000621,2.013608309,0.012739717,-0.048103349,1.498021675,-2.005409975,2.018105165,0.009510685,-0.045995218
1.484357176,-2.018863666,1.996937961,-0.066811151,0.085416512,1.497070956,-2.015716149,2.034321742,-0.036670869,0.071549888
1.453013202,-1.930188315,1.975077594,0.012668379,-0.020946293,1.406466901,-1.912965623,2.003794787,0.016930149,-0.011876516
1.493844211,-2.207768883,1.986673026,0.088508552,-0.05955337,1.46651594,-2.180713804,1.997695086,0.087528539,-0.068209849
1.485724071,-1.945204984,2.009305482,0.001777728,-0.046286785,1.480040294,-1.940845742,2.018669627,0.035352327,-0.037342166
1.428147343,-2.070196116,2.068679183,-0.074540305,-0.0028507,1.442278168,-2.043669335,2.044296914,-0.077952017,-0.002098507
1.456551755,-2.048346363,1.98179245,0.006707131,-0.132636874,1.44888372,-2.037115826,1.965253468,-0.008509427,-0.150781862
1.471502229,-2.004114323,1.900612719,-0.07506373,0.051101095,1.502051515,-2.001175406,1.931063213,-0.090808398,0.063583757
1.480955907,-2.127726793,2.022213725,0.032191233,0.023173871,1.489578839,-2.148798723,2.044463061,0.021104464,0.03690224
1.429495647,-1.98996183,1.981880887,0.013313926,0.034591148,1.414118344,-1.982402481,1.964329293,0.001278765,0.034968527
1.580602351,-2.048405974,2.133790169,0.002377777,-0.045636214,1.578223152,-2.042634181,2.145581866,-0.053529305,-0.043400573
1.583944121,-2.04547993,1.978434915,-0.015251319,0.008746126,1.556022024,-2.053153742,1.993250992,-0.003704634,0.02105135
1.423294615,-2.068564541,2.067967429,0.052137733,0.038803291,1.389780912,-2.059491925,2.060999911,0.045212748,0.029927613
1.414998503,-2.133840116,2.013123196,0.012441871,0.082658139,1.407200089,-2.122113844,1.995630911,0.001458043,0.076143807
1.443663322,-2.129955743,2.003619215,-0.018508643,0.001711021,1.446090845,-2.155686882,2.007827372,-0.038903459,-0.008764637
1.469997027,-2.144173486,2.016485,-0.015128356,0.005545949,1.469631256,-2.176095259,2.024430301,-0.024998426,0.030932609
1.477933468,-2.109706198,2.044881317,0.063190978,0.028093592,1.447487838,-2.136091041,2.07434595,0.076008707,0.017071519
1.435132839,-2.09988859,1.996506787,-0.005664485,0.12929384,1.399560175,-2.092899554,1.946706669,-0.023241997,0.102193002
1.39735187,-2.120403158,1.976356367,-0.047985026,0.065894827,1.400118309,-2.077991888,1.971600154,-0.065205321,0.035411276
1.443542254,-2.070602152,1.81966402,-0.036523386,-0.00108341,1.441117588,-2.052576307,1.795689951,-0.041847615,-0.021282741
1.42420503,-2.056022601,2.043731711,-0.024572632,-0.007604304,1.386170316,-2.042709618,2.035587858,-0.03389039,0.013369181
1.400131359,-2.10572284,1.995880527,0.048129599,0.020769835,1.382981506,-2.105484405,1.967818887,0.009627992,0.026288426
1.393039766,-2.072112398,2.025047909,0.072150829,-0.009779355,1.377739476,-2.086729029,2.029585445,0.050396132,-0.00797681
1.420304298,-2.152485268,2.040941297,0.026573104,0.007387202,1.407455839,-2.161315306,2.017847637,0.009580071,0.026671549
1.402783827,-2.070273504,1.965741776,-0.052696205,-0.017658756,1.41134044,-2.034299316,1.996382066,-0.069031331,-0.042880848
1.473961913,-2.097413258,2.042771773,0.038586545,0.096336098,1.471774988,-2.128784708,2.020803843,0.022217097,0.131040065
1.443143272,-2.165399787,2.129362248,-0.021635233,-0.073618933,1.456467147,-2.178041066,2.131289562,-0.032456562,-0.119857268
1.484477868,-2.106956896,2.021763703,0.037503829,0.006703786,1.488583859,-2.062000723,2.057548871,0.058390503,-0.018518056
1.402293158,-2.124189901,1.951518274,0.057086691,0.031619356,1.41564848,-2.13777491,1.98137296,0.050920558,0.015504589
1.437406132,-2.127881609,2.037790006,-0.062439413,0.027337211,1.43067902,-2.116043948,2.029781155,-0.045386207,0.01698493
1.496526205,-2.143223181,2.045106745,0.041852577,-0.025030695,1.512131415,-2.142153424,2.022471711,0.041579903,-0.013728711
1.413353029,-2.197124702,1.983401565,0.085188575,-0.064097963,1.371541105,-2.174716762,1.980062263,0.078797109,-0.046803251
1.411701038,-2.164984341,2.00799177,0.045876243,0.02305647,1.423530676,-2.154738118,2.053407768,0.040408594,0.052769966
1.41974847,-2.157463367,2.105293357,0.129053114,0.011761871,1.390469763,-2.122276142,2.105963497,0.138713333,0.006369938
1.376410072,-2.05601941,2.066965804,-0.072547257,0.022112149,1.362853332,-2.024572851,2.041960142,-0.070454129,0.00368159
1.365822379,-2.186348501,2.221084432,-0.004054194,-0.037553836,1.358418967,-2.170380999,2.195591442,0.008562057,-0.046798393
1.368367465,-2.023575274,2.110662888,0.043430368,0.033011961,1.404203504,-2.034564033,2.111879928,0.087487176,0.055181692
1.419156446,-2.164047666,1.960768017,0.008457173,0.045792449,1.443591502,-2.161186399,1.930843555,0.013609442,0.007527607
1.357197375,-2.095380781,2.073554237,0.002447115,-0.026955572,1.3552008,-2.102258064,2.031942805,0.012149397,-0.062638666
1.643482525,-2.163526787,1.994896695,0.107748493,-0.018001666,1.653196817,-2.171110081,1.96456059,0.119806757,-0.000192023
1.419190079,-2.227388177,2.002978328,-0.009009764,0.040020597,1.432074031,-2.188494924,2.036659688,-0.012510175,0.079614587
1.35162394,-2.037217436,2.062508212,0.026156896,-0.087488102,1.338812005,-2.072290929,2.083572388,0.007465306,-0.104894604
1.426553344,-2.163327463,2.053828078,0.090479576,-0.131924915,1.381977969,-2.154990185,2.037222954,0.048856104,-0.123781526
1.385784524,-2.176968689,1.881905735,0.037132069,0.042186684,1.3689172,-2.183675699,1.902660029,0.005001302,0.047033278
1.276497549,-2.108399619,1.978312718,-0.011893924,-0.040929624,1.292341921,-2.106026655,1.972267737,-0.025708906,-0.053230848
1.336606778,-2.152458515,2.046329137,-0.00539264,-0.067412322,1.328221758,-2.102959901,2.070129446,-0.031150723,-0.055550546
1.321507762,-2.166726802,2.044393923,0.045270411,-0.002557347,1.311499431,-2.139421689,2.063547136,0.044297046,0.003508824
1.392597786,-2.239936265,1.923538749,-0.052548459,-0.026284286,1.369461646,-2.253483615,1.9451671,-0.080821466,-0.038304818
1.405135849,-2.239182746,2.069060268,-0.20105091,-0.009754319,1.417093572,-2.225259904,2.043824162,-0.197399651,-0.000327654
1.353269207,-2.15951143,2.016549522,-0.01846533,0.032669793,1.342060845,-2.182337067,2.008034436,0.014815262,0.03797518
1.329125662,-2.15698751,2.048093891,-0.077511344,0.020537466,1.348837643,-2.140859127,2.047838783,-0.074429098,0.06715496
1.4106907,-2.188331874,2.049490698,-0.072203486,-0.01915845,1.427236536,-2.154682724,2.044904059,-0.081886511,-0.001350813
1.398422406,-2.262189935,2.087116686,0.0171057,0.065749609,1.42376912,-2.267146605,2.074793505,0.005534982,0.061813422
1.361352922,-2.296206169,1.955985614,-0.061664093,0.041936034,1.35180323,-2.273806705,1.932682978,-0.039084154,0.03902387
1.360185375,-2.28642765,1.979025252,-0.033677824,0.039788056,1.401228878,-2.293971653,1.97851195,-0.006548239,0.056514918
1.354219708,-2.221414895,2.148595727,-0.025369432,0.000722999,1.323946632,-2.273555272,2.162633009,-0.059654644,-0.012509187
1.328425389,-2.135098727,2.089115674,0.004284873,0.036834183,1.336965125,-2.125967792,2.096049927,0.016019391,0.057236092
1.386445384,-2.179428357,2.141716193,0.146319984,-0.048435629,1.413735719,-2.175944155,2.157397679,0.146904821,-0.019754218
1.354299982,-2.213556337,2.116561996,-0.105394801,0.035136795,1.402954916,-2.231818129,2.100738878,-0.097984375,0.052231037
1.331220149,-2.211447081,2.040992224,0.065673803,0.020341623,1.33252182,-2.173159752,2.047383416,0.065261239,0.022476701
1.378017141,-2.160214318,2.074974696,-0.001096322,-0.012627786,1.345648113,-2.152802099,2.103020311,0.001931086,0.014960304
1.324308839,-2.312935713,2.145200145,0.014525997,-0.015533408,1.300800729,-2.305847287,2.128639741,0.008300567,-0.039224957
1.250797887,-2.157215823,2.093394377,0.022845757,0.083434759,1.283391846,-2.163821126,2.104625296,0.026072543,0.085573014
1.308312971,-2.086693173,2.123084033,0.011821925,-0.087862449,1.29044305,-2.094855704,2.13341899,0.032476769,-0.104721399
1.25385388,-2.288226525,2.020567642,0.056226781,0.083305289,1.271739391,-2.316171524,2.021899915,0.044083399,0.092188291
1.281414599,-2.213458808,2.06843534,0.016432618,-0.066091003,1.268442023,-2.223345716,2.071879382,0.017650131,-0.059164562
1.100942449,-2.191966825,2.086727737,0.101397046,-0.000274789,1.084750357,-2.191861285,2.098643871,0.11020837,-0.017987973
1.378270775,-2.198566579,2.097097435,-0.158536007,0.031496822,1.398057565,-2.186730886,2.124390167,-0.134321167,0.035937544
1.336621404,-2.272085105,2.056405285,-0.009491441,0.014905918,1.319543131,-2.284889637,2.064031734,-0.040434043,0.036653559
1.340690329,-2.19651146,2.153101857,-0.030865554,0.011737012,1.41544588,-2.191205677,2.183161904,0.000390803,-0.002824243
1.268113227,-2.232217892,1.973666147,0.026560949,-0.078348517,1.248934062,-2.263667972,1.985494934,0.04886641,-0.061168759
1.225383136,-2.238305352,2.055378276,-0.035611848,0.058259637,1.218956075,-2.266427724,2.041715413,-0.035146406,0.046134133
1.352487064,-2.321811831,2.088429466,0.001657275,0.033653167,1.370243974,-2.310622871,2.123284024,-0.030184108,0.016406579
1.255720599,-2.251114944,1.945013369,0.003014319,-0.005156411,1.256750554,-2.242391472,1.932353721,-0.019008418,-0.030461349
1.310483736,-2.274913243,2.030489688,-0.039753892,0.054630523,1.314995048,-2.301986561,2.00830811,-0.043993955,0.065254746
1.213193281,-2.190733677,2.045340811,0.068436158,-0.065581137,1.192481786,-2.188861979,2.022307664,0.062490925,-0.077015825
1.323529847,-2.272159842,2.080860915,-0.036836725,0.005352271,1.325418773,-2.301587746,2.096430248,-0.053750655,-0.012323844
1.296414304,-2.258417788,2.029031838,-0.110911573,0.01342678,1.290982021,-2.265589657,2.02301221,-0.111727926,-0.029253776
1.276246636,-2.240290906,2.069981985,-0.030790541,-0.000608363,1.279599982,-2.230115261,2.05847959,-0.051501041,-0.011318741
1.26488406,-2.282393222,2.070552645,0.000256381,0.027609901,1.255726282,-2.301650282,2.083571689,-0.002540025,0.050626007
1.286868828,-2.28282893,2.117180701,-0.011998489,0.000293657,1.266013196,-2.272856942,2.118413655,-0.010415789,-0.021278428
1.301699221,-2.394375803,2.146483337,0.000494702,0.036976165,1.322092144,-2.411191168,2.120851119,0.011951843,0.057606587
1.227427979,-2.185970103,2.011392904,0.033030643,0.005108345,1.219922203,-2.194704142,2.027645257,0.065668183,0.028958537
1.302502545,-2.256649734,2.120010247,0.010042135,-0.036230225,1.279231923,-2.241257522,2.117490645,0.008436109,-0.010120881
1.280938763,-2.282188178,2.015033422,0.019598941,0.102724866,1.267287648,-2.296415981,2.009310045,0.039912454,0.095730468
1.424685156,-2.360239386,2.050913475,-0.023118085,0.139185085,1.402110089,-2.339668405,2.073418563,-0.039472217,0.152781427
1.308473043,-2.291985475,2.106496486,-0.085383778,0.047960921,1.283704285,-2.290127454,2.093561774,-0.062322198,0.039009863
1.253549997,-2.343214283,2.114111862,0.012898755,-0.07015948,1.255424732,-2.374150998,2.131297511,0.006648288,-0.032687792
1.330500519,-2.383232581,2.03560743,0.005344668,-0.016352184,1.323440227,-2.393517321,2.034105217,-0.006339991,0.012918057
1.268904582,-2.33482671,2.096668982,0.028724469,0.000475284,1.295633017,-2.333367386,2.111517218,0.027589601,-0.003353536
1.259988204,-2.308358308,2.065877493,-0.016486238,-0.072187473,1.272233143,-2.290558833,2.099041182,-0.016961651,-0.070373269
1.358904654,-2.222568264,2.236355493,-0.053860663,0.010982935,1.327890491,-2.19715017,2.210371706,-0.051061762,0.009250067
1.250240514,-2.256815972,2.075997204,0.017878118,0.015869131,1.250984344,-2.257116118,2.074585588,0.035354665,0.011514321
1.363526427,-2.324048916,2.012281305,0.065839086,-0.021330543,1.3968224,-2.344451454,2.035056938,0.054310655,-0.00675621
1.212663263,-2.337133032,2.08818487,-0.045689719,0.051447012,1.206545267,-2.34179175,2.077406423,-0.047963577,0.035591452
1.284638363,-2.335661307,2.114094225,0.064284223,0.031049458,1.259709773,-2.322922393,2.108491254,0.057700829,0.06214091
1.355897422,-2.308011385,2.111963182,0.005229901,-0.039676662,1.350730777,-2.30139919,2.163687064,0.030999116,-0.068302925
1.227648513,-2.230081277,2.107386153,0.079851915,0.03210178,1.243833885,-2.23396091,2.0965507,0.104798091,0.023398626
1.275527821,-2.22381278,2.12354728,0.007633775,0.011865578,1.298939713,-2.242468145,2.095570963,0.030285404,-0.000889243
1.4104493,-2.292827663,2.128358032,-0.05516623,0.103007366,1.413803416,-2.290878248,2.126594386,-0.018493727,0.105653836
1.275153265,-2.233155044,2.104210421,0.044958053,-0.033359972,1.269507715,-2.259884152,2.113967102,0.000169425,-0.028247129
1.245356469,-2.37532937,2.057358701,0.067034546,0.025717239,1.240761454,-2.341724124,2.047997923,0.032563092,0.015699725
1.277603519,-2.310211957,2.081361152,0.0771326,0.022301873,1.255367662,-2.259251134,2.102117465,0.111513024,0.032671204
1.291376618,-2.453619252,2.053012859,-0.005534014,0.039547051,1.283024682,-2.431542556,2.038604763,-0.00387433,0.052636899
1.378555421,-2.328529094,2.087692798,0.019282341,-0.040184368,1.367709693,-2.362253236,2.077987955,0.011920156,-0.087449416
1.187005589,-2.362108556,2.133142038,-0.011654249,-0.046893813,1.204468488,-2.35166255,2.127045431,-0.020533434,-0.040850493
1.2258094,-2.446105888,2.123265114,0.039794506,0.002582791,1.207580088,-2.456693051,2.130350824,0.019677749,0.01471485
1.24006649,-2.289164697,2.10210254,-0.035080003,-0.045041295,1.24698783,-2.308760888,2.109063317,-0.047443251,-0.029425405
1.19579636,-2.332464597,2.088441019,0.001706969,0.056146056,1.194271018,-2.323404524,2.061010623,-0.010043705,0.050353546
1.23610915,-2.346342965,2.173132643,-0.039779925,0.034642965,1.232619613,-2.356774542,2.154412478,-0.018617954,0.043458226
1.244893107,-2.388257852,2.147540676,0.01430639,-0.021737769,1.246541113,-2.368558433,2.141903943,0.004431104,-0.008000437
1.106629034,-2.395866041,2.052949802,-0.006020291,0.031847826,1.094609153,-2.433697712,2.066682087,-0.007540918,0.042470832
1.268025217,-2.403060571,2.080814257,-0.009754065,-0.073485204,1.287900008,-2.433042645,2.058923906,-0.018801326,-0.075079526
1.309421859,-2.287790493,2.080945685,0.051804495,0.020322589,1.347808798,-2.307726974,2.081488201,0.056269503,-0.022704647
1.258413698,-2.384423071,2.094912269,0.014391214,-0.02754971,1.263154016,-2.372460437,2.08547996,0.034974536,-0.030128195
1.220328799,-2.283873049,2.138454516,-0.092924568,0.044590187,1.224456923,-2.309847921,2.158775634,-0.080612622,0.027116722
1.256019417,-2.359217744,2.13811547,-0.071903885,0.002246893,1.27515914,-2.355626583,2.147826314,-0.045266481,0.021355732
1.24071653,-2.369893072,2.180637038,0.032677937,0.037149175,1.249642799,-2.392605313,2.185864583,0.016128767,0.029167589
1.196555283,-2.346622009,2.088770968,-0.024119688,0.026249074,1.190723843,-2.375021307,2.062249861,-0.016729871,0.042927782
1.227721971,-2.42560276,2.15728943,-0.01505714,0.025959646,1.22004619,-2.433681894,2.166991831,-0.020271147,0.01088452
1.263926255,-2.385348874,2.055038565,-0.054826599,0.026345166,1.259400841,-2.404566379,2.051241072,-0.054129294,0.02221293
1.111265084,-2.299575738,2.115706439,-0.026725803,0.015482211,1.108716076,-2.3024106,2.124923195,-0.014326819,0.026203418
1.124887261,-2.295587405,2.178412376,0.00584009,0.00278208,1.097946361,-2.310037598,2.185318848,-0.021647254,0.017799367
1.215662692,-2.409777771,2.017903277,-0.041292125,-0.063365544,1.213187617,-2.389542937,2.012283626,-0.053545701,-0.063251887
1.185666025,-2.38873573,2.123205185,-0.057821022,-0.022021312,1.188409835,-2.413191424,2.146345242,-0.054231985,-0.018882875
1.116990428,-2.325861047,2.123414224,-0.026821003,-0.049545425,1.104156925,-2.346626239,2.154232736,0.007205016,-0.063552873
1.288408122,-2.334296719,2.128424932,0.012337639,-0.006350844,1.315497883,-2.325278048,2.135214819,-0.027671785,-0.014500968
1.354123527,-2.406228271,2.155996107,-0.022375361,-0.108776844,1.374439128,-2.409354525,2.153987991,0.005426359,-0.105341442
1.251291872,-2.4041279,2.154479765,-0.031317451,-0.069499074,1.244603813,-2.39334162,2.149412146,-0.015193813,-0.092045454
1.097924481,-2.456330162,2.074450368,0.004936453,0.004692503,1.099787994,-2.480457484,2.070516439,0.012606755,-0.011432048
1.202263001,-2.364335036,2.148542357,-0.036282195,0.014623606,1.18113038,-2.362172746,2.154633129,-0.010657113,0.011998325
1.211321908,-2.382157753,2.177871716,-0.014536499,-0.004475657,1.215767245,-2.352715779,2.201569655,0.001049482,-0.03727499
1.154396176,-2.269273993,2.167569928,0.03844786,0.02366087,1.142007541,-2.284916754,2.17507263,0.048253095,0.049323509
1.190564728,-2.35269541,2.156680961,-0.025110299,-0.033445401,1.194279032,-2.353413148,2.145685651,-0.015977863,-0.004800184
1.213439675,-2.284313285,2.133409243,0.014326806,0.009827114,1.221210392,-2.27784705,2.133211401,0.055108707,-0.049161718
1.178604053,-2.438074925,1.991504462,0.016565244,-0.007133838,1.197358192,-2.459847795,1.970509274,-0.000414291,-0.029417734
1.152770951,-2.413771624,2.14600738,-0.00025005,-0.068412167,1.160261969,-2.448452022,2.170445203,-0.013647399,-0.066252397
1.183072297,-2.291558425,2.197867573,-0.004342885,0.031859643,1.189670188,-2.26678458,2.200784335,-0.004987155,0.04891495
1.079648293,-2.464901878,2.136416123,0.051521562,0,1.066302061,-2.481058581,2.12158323,0.026708976,0.036978426
1.183743465,-2.326185605,2.084293803,-0.002699964,-0.000797149,1.174120254,-2.340313894,2.087358574,-0.02840156,-0.019817975
1.10601728,-2.468613839,2.056833446,0.008965174,0.000975817,1.067117088,-2.504657715,2.063021356,-0.022051649,0.029847468
1.126740786,-2.619491319,2.149801892,-0.064094335,0.022597792,1.145947707,-2.634601751,2.164723661,-0.099447346,0.04096831
1.208107882,-2.485258572,2.085815794,0.077391456,0.005701111,1.171935237,-2.499523124,2.078619447,0.069064027,0.028067805
1.117873748,-2.416012764,2.160716814,0.006049366,-0.081911908,1.1232069,-2.41399777,2.1601725,0.020821376,-0.062191669
1.202605978,-2.417934156,2.145816896,0.010713134,0.079414583,1.209910705,-2.404366517,2.145753092,0.012386549,0.078619784
1.141446214,-2.42609951,2.202800275,-0.00132793,-0.022926645,1.150070169,-2.404621946,2.226104342,0.009812145,-0.017630337
1.088454121,-2.496321996,2.176140248,-0.00931135,-0.015585565,1.079550926,-2.466001282,2.21624707,-0.011875348,-0.023944273
1.02972247,-2.460802245,2.219517838,0.018223887,0.036896528,1.037965478,-2.449029029,2.23201069,0.005137015,0.023826242
1.157321763,-2.518475754,2.239192614,0.002068442,-0.066557947,1.135725977,-2.499988414,2.229805033,0.005674605,-0.081077163
1.155338288,-2.436196428,2.200651174,-0.007640629,-0.024762057,1.153410881,-2.399711284,2.19597602,-0.002161473,-0.009268196
1.17746769,-2.507038092,2.100430145,-0.022272963,-0.029409194,1.16148065,-2.513370615,2.131060744,-0.044475827,-0.03308376
1.144009463,-2.497641704,2.205804416,0.047675021,-0.028302293,1.125385317,-2.53534476,2.220168697,0.050065331,-0.05772405
1.032764773,-2.443159206,2.206004705,0.04336362,-0.035064242,1.046060701,-2.463224243,2.202065048,0.024389365,-0.026602884
1.077068216,-2.46288847,2.157215722,0.097335741,0.005277068,1.034333205,-2.435017382,2.116403415,0.108883416,0.007373817
1.151029388,-2.457334066,2.197488721,0.005848992,-0.038876404,1.153657505,-2.471400775,2.201286329,0.032425643,-0.072376032
1.12518898,-2.389096463,2.180857453,-0.028615183,0.031040066,1.131574662,-2.378308668,2.215656392,0.003630603,0.015886641
1.155271111,-2.440346278,2.114317789,-0.000877001,-0.044979415,1.141391832,-2.406224295,2.126282978,-0.047952853,-0.060017426
1.030081212,-2.446707576,1.968897603,0.048490605,0.028166344,1.049595782,-2.45421506,1.959093038,0.027221557,0.027409826
1.197408589,-2.417845676,2.169887045,0.012276489,0.060276019,1.152364257,-2.419568872,2.154602188,0.028388207,0.06566656
1.145625788,-2.373027002,2.198457577,-0.028730705,-0.085437345,1.14110205,-2.357361956,2.194047553,-0.001762539,-0.079741387
1.114039019,-2.467586243,2.182228651,0.054125654,-0.017943364,1.11987131,-2.497712222,2.213006066,0.082451246,-0.002903644
1.086556173,-2.608180734,2.228847495,-0.061226818,-0.008070471,1.113342873,-2.593935568,2.243772436,-0.047619929,0.040975913
1.222432742,-2.447662089,2.166880004,0.060493056,0.032172168,1.240357968,-2.498513666,2.166447526,0.05897163,0.03029682
1.114481304,-2.488544947,2.106115101,-0.045276787,0.006934181,1.101453769,-2.480359627,2.142073342,-0.051948661,-0.029860028
1.154499917,-2.635430412,2.157746444,-0.02356683,-0.126369984,1.176447203,-2.622620986,2.185942083,-0.047051287,-0.150112799
1.11118689,-2.46571794,2.084740489,0.060480342,0.062485484,1.107930616,-2.450774837,2.074927883,0.097565798,0.03647966
1.098903431,-2.51537296,2.1244859,0.009401022,-0.083063221,1.112929989,-2.547453618,2.120486765,0.00750407,-0.085450172
1.146619379,-2.481403071,2.065942452,0.050554369,-0.070050026,1.137911966,-2.454223543,2.069923082,0.047709733,-0.067323905
1.093849501,-2.521899944,2.23056051,-0.004842472,0.034265711,1.101631372,-2.513228679,2.213867014,3.13E-05,0.058588559
1.158170084,-2.494942231,2.055263668,-0.015401396,-0.040785126,1.150005933,-2.491808918,2.09179322,-0.054172723,-0.041554521
1.047055771,-2.545080536,2.15325521,-0.00775697,-0.016774363,1.033410821,-2.539273812,2.16643679,-0.004686095,-0.066252578
1.069783102,-2.55861608,2.163174229,0.000208543,0.007191631,1.036392049,-2.561609819,2.146527613,-0.000864822,0.019665114
1.125275868,-2.488909562,2.104767249,-0.038940068,-0.107277742,1.150884093,-2.51098696,2.127764346,-0.061883305,-0.14163206
1.030773487,-2.474123839,2.116586829,0.003453557,-0.059053583,1.019184105,-2.472755425,2.129294716,0.015087839,-0.047143218
1.050435179,-2.514099309,2.149887062,0.001191819,0.04626256,1.090584326,-2.510091103,2.135736448,-0.019893888,0.038170457
1.033443405,-2.445433271,2.06233315,0.040776235,0.050911826,1.041694305,-2.485798199,2.073520768,0.029903304,0.042904952
1.019848165,-2.515419362,2.17527477,-0.005436551,0.108494663,0.99346434,-2.531369393,2.170882423,0.021482601,0.132297307
1.050039866,-2.530927076,2.204972407,-0.05242852,0.024537357,1.0871647,-2.526464771,2.19914723,-0.045082523,0.040039608
